,AVAILABLE BIKES
2021-04-27,460.0
2021-04-28,469.0
2021-04-29,644.0
2021-04-30,507.0
2021-05-01,503.0
2021-05-02,432.0
2021-05-03,294.0
2021-05-04,511.0
2021-05-05,523.0
2021-05-06,469.0
2021-05-07,582.0
2021-05-08,511.0
2021-05-09,448.0
2021-05-10,530.0
2021-05-11,578.0
2021-05-12,703.0
2021-05-13,651.0
2021-05-14,675.0
2021-05-15,395.0
2021-05-16,503.0
2021-05-17,501.0
2021-05-18,582.0
2021-05-19,656.0
2021-05-20,409.0
2021-05-21,466.0
2021-05-22,392.0
2021-05-23,457.0
2021-05-24,565.0
2021-05-25,590.0
2021-05-26,682.0
2021-05-27,552.0
2021-05-28,524.0
2021-05-29,455.0
2021-05-30,477.0
2021-05-31,699.0
2021-06-01,768.0
2021-06-02,566.0
2021-06-03,580.0
2021-06-04,555.0
2021-06-05,301.0
2021-06-06,441.0
2021-06-07,371.0
2021-06-08,548.0
2021-06-09,623.0
2021-06-10,756.0
2021-06-11,591.0
2021-06-12,504.0
2021-06-13,518.0
2021-06-14,519.0
2021-06-15,549.0
2021-06-16,719.0
2021-06-17,513.0
2021-06-18,599.0
2021-06-19,413.0
2021-06-20,467.0
2021-06-21,569.0
2021-06-22,589.0
2021-06-23,610.0
2021-06-24,669.0
2021-06-25,557.0
2021-06-26,424.0
2021-06-27,574.0
2021-06-28,604.0
2021-06-29,690.0
2021-06-30,818.0
2021-07-01,588.0
2021-07-02,537.0
2021-07-03,527.0
2021-07-04,467.0
2021-07-05,603.0
2021-07-06,846.0
2021-07-07,496.0
2021-07-08,559.0
2021-07-09,13.0
2021-07-10,491.0
2021-07-11,363.0
2021-07-12,628.0
2021-07-13,573.0
2021-07-14,600.0
2021-07-15,731.0
2021-07-16,604.0
2021-07-17,551.0
2021-07-18,396.0
2021-07-19,43.0
2021-07-20,597.0
2021-07-21,569.0
2021-07-22,683.0
2021-07-23,532.0
2021-07-24,633.0
2021-07-25,535.0
2021-07-26,1534.0
2021-07-27,2082.0
2021-07-28,523.0
2021-07-29,737.0
2021-07-30,510.0
2021-07-31,511.0
2021-08-01,445.0
2021-08-02,401.0
2021-08-03,655.0
2021-08-04,688.0
2021-08-05,754.0
2021-08-06,510.0
2021-08-07,399.0
2021-08-08,485.0
2021-08-09,504.0
2021-08-10,592.0
2021-08-11,594.0
2021-08-12,638.0
2021-08-13,643.0
2021-08-14,432.0
2021-08-15,386.0
2021-08-16,633.0
2021-08-17,1963.0
2021-08-18,585.0
2021-08-19,598.0
2021-08-20,638.0
2021-08-21,535.0
2021-08-22,477.0
2021-08-23,544.0
2021-08-24,642.0
2021-08-25,701.0
2021-08-26,700.0
2021-08-27,647.0
2021-08-28,509.0
2021-08-29,375.0
2021-08-30,510.0
2021-08-31,513.0
2021-09-01,592.0
2021-09-02,801.0
2021-09-03,468.0
2021-09-04,638.0
2021-09-05,518.0
2021-09-06,686.0
2021-09-07,656.0
2021-09-08,742.0
2021-09-09,835.0
2021-09-10,591.0
2021-09-11,430.0
2021-09-12,572.0
2021-09-13,826.0
2021-09-14,782.0
2021-09-15,732.0
2021-09-16,630.0
2021-09-17,685.0
2021-09-18,632.0
2021-09-19,599.0
2021-09-20,903.0
2021-09-21,727.0
2021-09-22,773.0
2021-09-23,608.0
2021-09-24,695.0
2021-09-25,712.0
2021-09-26,565.0
2021-09-27,680.0
2021-09-28,717.0
2021-09-29,763.0
2021-09-30,679.0
2021-10-01,1212.0
2021-10-02,426.0
2021-10-03,3045.0
2021-10-04,681.0
2021-10-05,708.0
2021-10-06,761.0
2021-10-07,828.0
2021-10-08,719.0
2021-10-09,641.0
2021-10-10,464.0
2021-10-11,799.0
2021-10-12,886.0
2021-10-13,793.0
2021-10-14,790.0
2021-10-15,846.0
2021-10-16,460.0
2021-10-17,559.0
2021-10-18,873.0
2021-10-19,850.0
2021-10-20,1392.0
2021-10-21,1676.0
2021-10-22,709.0
2021-10-23,450.0
2021-10-24,397.0
2021-10-25,487.0
2021-10-26,845.0
2021-10-27,690.0
2021-10-28,735.0
2021-10-29,632.0
2021-10-30,571.0
2021-10-31,512.0
2021-11-01,665.0
2021-11-02,880.0
2021-11-03,788.0
2021-11-04,723.0
2021-11-05,686.0
2021-11-06,553.0
2021-11-07,527.0
2021-11-08,655.0
2021-11-09,349.0
2021-11-11,861.0
2021-11-12,720.0
2021-11-13,583.0
2021-11-14,484.0
2021-11-15,904.0
2021-11-16,780.0
2021-11-17,759.0
2021-11-18,755.0
2021-11-19,306.0
2021-11-21,519.0
2021-11-22,594.0
2021-11-23,833.0
2021-11-24,544.0
2021-11-25,778.0
2021-11-26,756.0
2021-11-27,541.0
2021-11-28,496.0
2021-11-29,44.0
2021-12-01,698.0
2021-12-02,714.0
2021-12-03,638.0
2021-12-04,472.0
2021-12-05,547.0
2021-12-06,590.0
2021-12-07,451.0
2021-12-08,485.0
2021-12-09,645.0
2021-12-10,626.0
2021-12-11,438.0
2021-12-12,495.0
2021-12-13,601.0
2021-12-14,596.0
2021-12-15,651.0
2021-12-16,642.0
2021-12-17,727.0
2021-12-18,582.0
2021-12-19,534.0
2021-12-20,823.0
2021-12-21,532.0
2021-12-22,494.0
2021-12-23,526.0
2021-12-24,508.0
2021-12-25,75.0
2021-12-26,145.0
2021-12-27,379.0
2021-12-28,406.0
2021-12-29,414.0
2021-12-30,260.0
2021-12-31,406.0
2022-01-01,276.0
2022-01-02,416.0
2022-01-03,275.0
2022-01-04,543.0
2022-01-05,462.0
2022-01-06,534.0
2022-01-07,736.0
2022-01-08,321.0
2022-01-09,365.0
2022-01-10,557.0
2022-01-11,518.0
2022-01-12,532.0
2022-01-13,518.0
2022-01-14,719.0
2022-01-15,359.0
2022-01-16,325.0
2022-01-17,681.0
2022-01-18,648.0
2022-01-19,741.0
2022-01-20,516.0
2022-01-21,619.0
2022-01-22,400.0
2022-01-23,322.0
2022-01-24,654.0
2022-01-25,640.0
2022-01-26,668.0
2022-01-27,755.0
2022-01-28,618.0
2022-01-29,483.0
2022-01-30,588.0
2022-01-31,567.0
2022-02-01,650.0
2022-02-02,702.0
2022-02-03,824.0
2022-02-04,638.0
2022-02-05,524.0
2022-02-06,239.0
2022-02-07,591.0
2022-02-08,762.0
2022-02-09,746.0
2022-02-10,737.0
2022-02-11,659.0
2022-02-12,447.0
2022-02-13,433.0
2022-02-14,720.0
2022-02-15,697.0
2022-02-16,775.0
2022-02-17,727.0
2022-02-18,621.0
2022-02-19,438.0
2022-02-20,335.0
2022-02-21,681.0
2022-02-22,746.0
2022-02-23,788.0
2022-02-24,782.0
2022-02-25,765.0
2022-02-26,482.0
2022-02-27,378.0
2022-02-28,709.0
2022-03-01,795.0
2022-03-02,724.0
2022-03-03,899.0
2022-03-04,592.0
2022-03-05,409.0
2022-03-06,554.0
2022-03-07,654.0
2022-03-08,867.0
2022-03-09,653.0
2022-03-10,756.0
2022-03-11,740.0
2022-03-12,426.0
2022-03-13,378.0
2022-03-14,608.0
2022-03-15,731.0
2022-03-16,842.0
2022-03-17,340.0
2022-03-18,547.0
2022-03-19,563.0
2022-03-20,519.0
2022-03-21,709.0
2022-03-22,780.0
2022-03-23,773.0
2022-03-24,883.0
2022-03-25,720.0
2022-03-26,610.0
2022-03-27,566.0
2022-03-28,891.0
2022-03-29,1094.0
2022-03-30,951.0
2022-03-31,878.0
2022-04-01,691.0
2022-04-02,461.0
2022-04-03,470.0
2022-04-04,648.0
2022-04-05,797.0
2022-04-06,881.0
2022-04-07,767.0
2022-04-08,628.0
2022-04-09,641.0
2022-04-10,465.0
2022-04-11,969.0
2022-04-12,716.0
2022-04-13,819.0
2022-04-14,729.0
2022-04-15,565.0
2022-04-16,582.0
2022-04-17,398.0
2022-04-18,364.0
2022-04-19,865.0
2022-04-20,887.0
2022-04-21,870.0
2022-04-22,673.0
2022-04-23,488.0
2022-04-24,550.0
2022-04-25,858.0
2022-04-26,915.0
2022-04-27,479.0
2022-04-28,900.0
2022-04-29,826.0
2022-04-30,508.0
2022-05-01,347.0
2022-05-02,363.0
2022-05-03,868.0
2022-05-04,937.0
2022-05-05,1046.0
2022-05-06,840.0
2022-05-07,589.0
2022-05-08,690.0
2022-05-09,928.0
2022-05-10,972.0
2022-05-11,964.0
2022-05-12,1016.0
2022-05-13,756.0
2022-05-14,595.0
2022-05-15,512.0
2022-05-16,848.0
2022-05-17,826.0
2022-05-18,894.0
2022-05-19,923.0
2022-05-20,910.0
2022-05-21,525.0
2022-05-22,544.0
2022-05-23,870.0
2022-05-24,825.0
2022-05-25,904.0
2022-05-26,719.0
2022-05-27,895.0
2022-05-28,516.0
2022-05-29,563.0
2022-05-30,779.0
2022-05-31,972.0
2022-06-01,1056.0
2022-06-02,1038.0
2022-06-03,931.0
2022-06-04,578.0
2022-06-05,399.0
2022-06-06,545.0
2022-06-07,845.0
2022-06-08,1133.0
2022-06-09,793.0
2022-06-10,890.0
2022-06-11,371.0
2022-06-12,474.0
2022-06-13,947.0
2022-06-14,911.0
2022-06-15,1045.0
2022-06-16,951.0
2022-06-17,816.0
2022-06-18,544.0
2022-06-19,444.0
2022-06-20,846.0
2022-06-21,1033.0
2022-06-22,1001.0
2022-06-23,1091.0
2022-06-24,761.0
2022-06-25,515.0
2022-06-26,407.0
2022-06-27,866.0
2022-06-28,1183.0
2022-06-29,1018.0
2022-06-30,836.0
2022-07-01,832.0
2022-07-02,535.0
2022-07-03,544.0
2022-07-04,776.0
2022-07-05,1020.0
2022-07-06,975.0
2022-07-07,861.0
2022-07-08,750.0
2022-07-09,660.0
2022-07-10,589.0
2022-07-11,828.0
2022-07-12,918.0
2022-07-13,1086.0
2022-07-14,892.0
2022-07-15,770.0
2022-07-16,598.0
2022-07-17,540.0
2022-07-18,837.0
2022-07-19,872.0
2022-07-20,931.0
2022-07-21,983.0
2022-07-22,818.0
2022-07-23,476.0
2022-07-24,485.0
2022-07-25,954.0
2022-07-26,932.0
2022-07-27,943.0
2022-07-28,885.0
2022-07-29,773.0
2022-07-30,479.0
2022-07-31,588.0
2022-08-01,451.0
2022-08-02,900.0
2022-08-03,913.0
2022-08-04,1024.0
2022-08-05,825.0
2022-08-06,764.0
2022-08-07,472.0
2022-08-08,813.0
2022-08-09,895.0
2022-08-10,853.0
2022-08-11,889.0
2022-08-12,773.0
2022-08-13,714.0
2022-08-14,908.0
2022-08-15,809.0
2022-08-16,884.0
2022-08-17,1026.0
2022-08-18,981.0
2022-08-19,822.0
2022-08-20,548.0
2022-08-21,490.0
2022-08-22,858.0
2022-08-23,1091.0
2022-08-24,982.0
2022-08-25,963.0
2022-08-26,653.0
2022-08-27,511.0
2022-08-28,415.0
2022-08-29,963.0
2022-08-30,1123.0
2022-08-31,929.0
2022-09-01,480.0
2022-09-02,139.0
2022-09-03,379.0
2022-09-04,488.0
2022-09-05,736.0
2022-09-06,987.0
2022-09-07,957.0
2022-09-08,1044.0
2022-09-09,865.0
2022-09-10,639.0
2022-09-11,498.0
2022-09-12,801.0
2022-09-13,1179.0
2022-09-14,1047.0
2022-09-15,1023.0
2022-09-16,823.0
2022-09-17,606.0
2022-09-18,517.0
2022-09-19,997.0
2022-09-20,1187.0
2022-09-21,1223.0
2022-09-22,794.0
2022-09-23,842.0
2022-09-24,672.0
2022-09-25,388.0
2022-09-26,958.0
2022-09-27,1075.0
2022-09-28,1067.0
2022-09-29,1123.0
2022-09-30,849.0
2022-10-01,558.0
2022-10-02,425.0
2022-10-03,942.0
2022-10-04,997.0
2022-10-05,1007.0
2022-10-06,1084.0
2022-10-07,834.0
2022-10-08,579.0
2022-10-09,279.0
2022-10-10,853.0
2022-10-11,1033.0
2022-10-12,1079.0
2022-10-13,1237.0
2022-10-14,825.0
2022-10-15,560.0
2022-10-16,456.0
2022-10-17,852.0
2022-10-18,1033.0
2022-10-19,948.0
2022-10-20,1010.0
2022-10-21,690.0
2022-10-22,555.0
2022-10-23,493.0
2022-10-24,995.0
2022-10-25,1087.0
2022-10-26,1066.0
2022-10-27,1209.0
2022-10-28,800.0
2022-10-29,635.0
2022-10-30,692.0
2022-10-31,306.0
2022-11-01,826.0
2022-11-02,718.0
2022-11-03,864.0
2022-11-04,788.0
2022-11-05,506.0
2022-11-06,432.0
2022-11-07,821.0
2022-11-08,1087.0
2022-11-09,1001.0
2022-11-10,956.0
2022-11-11,842.0
2022-11-12,526.0
2022-11-13,422.0
2022-11-14,896.0
2022-11-15,944.0
2022-11-16,1075.0
2022-11-17,1010.0
2022-11-18,762.0
2022-11-19,402.0
2022-11-20,504.0
2022-11-21,622.0
2022-11-22,1168.0
2022-11-23,515.0
2022-11-24,743.0
2022-11-25,810.0
2022-11-26,503.0
2022-11-27,515.0
2022-11-28,903.0
2022-11-29,1004.0
2022-11-30,969.0
2022-12-01,1162.0
2022-12-02,901.0
2022-12-03,473.0
2022-12-04,255.0
2022-12-05,995.0
2022-12-06,979.0
2022-12-07,917.0
2022-12-08,1097.0
2022-12-09,722.0
2022-12-10,393.0
2022-12-11,341.0
2022-12-12,811.0
2022-12-13,822.0
2022-12-14,771.0
2022-12-15,802.0
2022-12-16,753.0
2022-12-17,381.0
2022-12-18,369.0
2022-12-19,756.0
2022-12-20,816.0
2022-12-21,729.0
2022-12-22,577.0
2022-12-23,479.0
2022-12-24,382.0
2022-12-25,352.0
2022-12-26,161.0
2022-12-27,439.0
2022-12-28,441.0
2022-12-29,275.0
2022-12-30,433.0
2022-12-31,387.0
2023-01-01,242.0
2023-01-02,342.0
2023-01-03,581.0
2023-01-04,668.0
2023-01-05,923.0
2023-01-06,846.0
2023-01-07,405.0
2023-01-08,296.0
2023-01-09,759.0
2023-01-10,860.0
2023-01-11,834.0
2023-01-12,923.0
2023-01-13,813.0
2023-01-14,522.0
2023-01-15,228.0
2023-01-16,736.0
2023-01-17,985.0
2023-01-18,921.0
2023-01-19,934.0
2023-01-20,669.0
2023-01-21,368.0
2023-01-22,390.0
2023-01-23,963.0
2023-01-24,928.0
2023-01-25,928.0
2023-01-26,998.0
2023-01-27,810.0
2023-01-28,387.0
2023-01-29,397.0
2023-01-30,909.0
2023-01-31,1006.0
2023-02-01,958.0
2023-02-02,909.0
2023-02-03,712.0
2023-02-04,383.0
2023-02-05,364.0
2023-02-06,301.0
2023-02-07,1025.0
2023-02-08,922.0
2023-02-09,965.0
2023-02-10,724.0
2023-02-11,376.0
2023-02-12,476.0
2023-02-13,819.0
2023-02-14,1042.0
2023-02-15,1038.0
2023-02-16,985.0
2023-02-17,710.0
2023-02-18,539.0
2023-02-19,289.0
2023-02-20,856.0
2023-02-21,885.0
2023-02-22,1055.0
2023-02-23,991.0
2023-02-24,777.0
2023-02-25,441.0
2023-02-26,330.0
2023-02-27,851.0
2023-02-28,907.0
2023-03-01,818.0
2023-03-02,1138.0
2023-03-03,935.0
2023-03-04,600.0
2023-03-05,293.0
2023-03-06,716.0
2023-03-07,949.0
2023-03-08,880.0
2023-03-09,506.0
2023-03-10,542.0
2023-03-11,343.0
2023-03-12,351.0
2023-03-13,792.0
2023-03-14,931.0
2023-03-15,751.0
2023-03-16,958.0
2023-03-17,370.0
2023-03-18,449.0
2023-03-19,377.0
2023-03-20,806.0
2023-03-21,854.0
2023-03-22,983.0
2023-03-23,1010.0
2023-03-24,656.0
2023-03-25,490.0
2023-03-26,338.0
2023-03-27,782.0
2023-03-28,865.0
2023-03-29,1073.0
2023-03-30,1146.0
2023-03-31,709.0
2023-04-01,545.0
2023-04-02,420.0
2023-04-03,861.0
2023-04-04,953.0
2023-04-05,830.0
2023-04-06,736.0
2023-04-07,540.0
2023-04-08,430.0
2023-04-09,415.0
2023-04-10,402.0
2023-04-11,783.0
2023-04-12,612.0
2023-04-13,1163.0
2023-04-14,857.0
2023-04-15,597.0
2023-04-16,454.0
2023-04-17,877.0
2023-04-18,946.0
2023-04-19,1006.0
2023-04-20,919.0
2023-04-21,725.0
2023-04-22,449.0
2023-04-23,426.0
2023-04-24,788.0
2023-04-25,923.0
2023-04-26,909.0
2023-04-27,814.0
2023-04-28,704.0
2023-04-29,475.0
2023-04-30,577.0
2023-05-01,485.0
2023-05-02,989.0
2023-05-03,1006.0
2023-05-04,972.0
2023-05-05,967.0
2023-05-06,497.0
2023-05-07,491.0
2023-05-08,725.0
2023-05-09,1066.0
2023-05-10,996.0
2023-05-11,838.0
2023-05-12,747.0
2023-05-13,683.0
2023-05-14,458.0
2023-05-15,933.0
2023-05-16,1020.0
2023-05-17,1056.0
2023-05-18,1046.0
2023-05-19,773.0
2023-05-20,583.0
2023-05-21,442.0
2023-05-22,874.0
2023-05-23,1099.0
2023-05-24,1024.0
2023-05-25,1123.0
2023-05-26,847.0
2023-05-27,473.0
2023-05-28,551.0
2023-05-29,925.0
2023-05-30,1114.0
2023-05-31,1061.0
2023-06-01,983.0
2023-06-02,933.0
2023-06-03,531.0
2023-06-04,496.0
2023-06-05,418.0
2023-06-06,973.0
2023-06-07,1021.0
2023-06-08,980.0
2023-06-09,783.0
2023-06-10,534.0
2023-06-11,497.0
2023-06-12,792.0
2023-06-13,1076.0
2023-06-14,1051.0
2023-06-15,1122.0
2023-06-16,855.0
2023-06-17,411.0
2023-06-18,472.0
2023-06-19,1101.0
2023-06-20,936.0
2023-06-21,1281.0
2023-06-22,913.0
2023-06-23,991.0
2023-06-24,463.0
2023-06-25,447.0
2023-06-26,907.0
2023-06-27,1017.0
2023-06-28,1049.0
2023-06-29,1172.0
2023-06-30,757.0
2023-07-01,517.0
2023-07-02,567.0
2023-07-03,957.0
2023-07-04,1126.0
2023-07-05,1071.0
2023-07-06,909.0
2023-07-07,888.0
2023-07-08,563.0
2023-07-09,540.0
2023-07-10,760.0
2023-07-11,991.0
2023-07-12,1061.0
2023-07-13,932.0
2023-07-14,796.0
2023-07-15,393.0
2023-07-16,375.0
2023-07-17,879.0
2023-07-18,677.0
2023-07-19,1032.0
2023-07-20,938.0
2023-07-21,673.0
2023-07-22,467.0
2023-07-23,425.0
2023-07-24,843.0
2023-07-25,958.0
2023-07-26,900.0
2023-07-27,819.0
2023-07-28,674.0
2023-07-29,572.0
2023-07-30,348.0
2023-07-31,785.0
2023-08-01,852.0
2023-08-02,791.0
2023-08-03,749.0
2023-08-04,739.0
2023-08-05,388.0
2023-08-06,470.0
2023-08-07,339.0
2023-08-08,837.0
2023-08-09,887.0
2023-08-10,841.0
2023-08-11,825.0
2023-08-12,434.0
2023-08-13,394.0
2023-08-14,852.0
2023-08-15,913.0
2023-08-16,937.0
2023-08-17,884.0
2023-08-18,568.0
2023-08-19,463.0
2023-08-20,447.0
2023-08-21,1000.0
2023-08-22,914.0
2023-08-23,779.0
2023-08-24,999.0
2023-08-25,758.0
2023-08-26,439.0
2023-08-27,484.0
2023-08-28,901.0
2023-08-29,835.0
2023-08-30,900.0
2023-08-31,859.0
2023-09-01,725.0
2023-09-02,481.0
2023-09-03,440.0
2023-09-04,979.0
2023-09-05,942.0
2023-09-06,894.0
2023-09-07,1052.0
2023-09-08,715.0
2023-09-09,557.0
2023-09-10,466.0
2023-09-11,826.0
2023-09-12,1007.0
2023-09-13,1023.0
2023-09-14,992.0
2023-09-15,594.0
2023-09-16,386.0
2023-09-17,498.0
2023-09-18,926.0
2023-09-19,1036.0
2023-09-20,985.0
2023-09-21,1028.0
2023-09-22,914.0
2023-09-23,510.0
2023-09-24,419.0
2023-09-25,960.0
2023-09-26,1038.0
2023-09-27,885.0
2023-09-28,912.0
2023-09-29,807.0
2023-09-30,424.0
2023-10-01,492.0
2023-10-02,969.0
2023-10-03,983.0
2023-10-04,973.0
2023-10-05,879.0
2023-10-06,823.0
2023-10-07,425.0
2023-10-08,460.0
2023-10-09,1117.0
2023-10-10,1124.0
2023-10-11,847.0
2023-10-12,1204.0
2023-10-13,786.0
2023-10-14,659.0
2023-10-15,482.0
2023-10-16,980.0
2023-10-17,1025.0
2023-10-18,830.0
2023-10-19,777.0
2023-10-20,787.0
2023-10-21,578.0
2023-10-22,439.0
2023-10-23,860.0
2023-10-24,1000.0
2023-10-25,1097.0
2023-10-26,900.0
2023-10-27,803.0
2023-10-28,454.0
2023-10-29,843.0
2023-10-30,331.0
2023-10-31,979.0
2023-11-01,900.0
2023-11-02,893.0
2023-11-03,699.0
2023-11-04,467.0
2023-11-05,432.0
2023-11-06,846.0
2023-11-07,1078.0
2023-11-08,991.0
2023-11-09,1146.0
2023-11-10,812.0
2023-11-11,516.0
2023-11-12,309.0
2023-11-13,668.0
2023-11-14,959.0
2023-11-15,892.0
2023-11-16,868.0
2023-11-17,760.0
2023-11-18,433.0
2023-11-19,365.0
2023-11-20,885.0
2023-11-21,950.0
2023-11-22,831.0
2023-11-23,921.0
2023-11-24,731.0
2023-11-25,432.0
2023-11-26,351.0
2023-11-27,961.0
2023-11-28,1005.0
2023-11-29,891.0
2023-11-30,834.0
2023-12-01,679.0
2023-12-02,493.0
2023-12-03,322.0
2023-12-04,841.0
2023-12-05,885.0
2023-12-06,980.0
2023-12-07,840.0
2023-12-08,765.0
2023-12-09,382.0
2023-12-10,279.0
2023-12-11,878.0
2023-12-12,1024.0
2023-12-13,721.0
2023-12-14,934.0
2023-12-15,745.0
2023-12-16,489.0
2023-12-17,504.0
2023-12-18,669.0
2023-12-19,885.0
2023-12-20,810.0
2023-12-21,688.0
2023-12-22,566.0
2023-12-23,412.0
2023-12-24,386.0
2023-12-25,253.0
2023-12-26,166.0
2023-12-27,256.0
2023-12-28,232.0
2023-12-29,419.0
2023-12-30,441.0
2023-12-31,333.0
